Id,Status,Name,Description,Particpation,Location,Add,Tel,Org,Start,End,Cycle,Noncycle,Map,Px,Py,Travellinginfo,Parkinginfo,Charge,Remarks,Changetime
C2_397000000A_003488,2,《美麗的約定》周蕙Ｘ高雄市國樂團 每個人心中的一齣戲 我們一起追的戲,無,一般民眾,to see the official site,高雄市802苓雅區五福一路67號,886-7-7995678,高雄市政府文化局、財團法人高雄市愛樂文化藝術基金會,2021/1/9 19:30,2021/1/9 21:30,,,,120.31814,22.6258,,,,,2020/12/7 18:00
C2_397000000A_003491,2,響座劇場三號作品《親愛的魔神仔》,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2020/12/18 00:19,2020/12/20 16:30,,,,120.34221,22.62417,,,,,2020/12/9 19:05
C2_397000000A_003493,2, 2020「戀戀蚵仔寮」海鮮節,無,一般民眾,to see the official site,高雄市826梓官區漁港二路32號,886-7-7995678,高雄市梓官區漁會,2020/12/12 09:00,2020/12/13 18:00,,,,120.25462,22.72783,,,,,2020/12/10 14:53
C2_397000000A_003495,2,2020路竹番茄節-「番喜同樂會」,無,一般民眾,to see the official site,高雄市821路竹區大同路155號（路竹體育園區）,886-7-7995678,高雄市路竹區公所,2020/12/12 09:00,2020/12/13 16:30,,,,120.2672,22.86225,,,,,2020/12/11 17:20
C2_397000000A_003497,2,莫斯科古典芭蕾舞團,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2020/12/25 19:30,2020/12/27 21:30,,,,120.34221,22.62417,,,,,2020/12/18 17:44
C2_397000000A_003500,2,衛武營奇趣派對-耶誕花藝手作坊,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2020/12/20 14:00,2020/12/20 15:30,,,,120.34221,22.62417,,,,,2020/12/14 17:41
C2_397000000A_003606,2,《尋訪老內惟》首部曲 ,無,一般民眾,to see the official site,高雄市804鼓山區鼓山三路19之3號,886-7-7995678,高雄市立美術館,2020/12/19 15:00,2020/12/19 17:00,,,,120.27721,22.64822,,,,,2020/12/16 18:39
C2_397000000A_003608,2,花開慶富貴-蘇文慶與高雄市國樂團音樂會,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2020/12/27 14:30,2020/12/27 16:30,,,,120.34221,22.62417,,,,,2020/12/17 18:06
C2_397000000A_003614,2,110年元旦升旗典禮-「百年高雄，攜手前行」,無,一般民眾,to see the official site,高雄市802苓雅區高雄市文化中心（圓形廣場）,886-7-7995678,高雄市議會、高雄市政府,2021/1/1 06:00,2021/1/1 10:00,,,,120.31766,22.62684,,,,,2020/12/21 17:58
C2_397000000A_003616,2,跨年來高雄，高捷教你這樣玩！,無,一般民眾,to see the official site,高雄市800新興區高雄各捷運站,886-7-7995678,高雄市政府,2020/12/31 00:00,2021/1/3 23:59,,,,120.30191,22.63139,,,,,2020/12/22 10:55
C2_397000000A_003617,2,冬遊泡湯尋梅趣 放大想像玩六龜-聯合開幕暨假日市集,無,一般民眾,to see the official site,高雄市844六龜區寶來花賞溫泉公園,886-7-7995678,高雄市政府觀光局、高雄市六龜區公所,2020/12/26 00:00,2020/12/26 23:59,,,,120.70264,23.107,,,,,2020/12/22 10:18
C2_397000000A_003618,2,冬遊泡湯尋梅趣 放大想像玩六龜-眉開眼笑鬧市集,無,一般民眾,to see the official site,高雄市844六龜區六龜老街,886-7-7995678,高雄市政府觀光局、高雄市六龜區公所,2021/1/9 00:00,2021/1/10 23:59,,,,120.635,22.9977,,,,,2020/12/22 10:21
C2_397000000A_003643,2,2021維也納愛樂新年音樂會 — 全球衛星直播,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2021/1/1 18:00,2021/1/1 20:00,,,,120.34221,22.62417,,,,,2020/12/28 11:50
C2_397000000A_003648,2,眼球先生的美術劇場《猛男地獄》,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2021/1/2 14:30,2021/1/2 21:30,,,,120.34221,22.62417,,,,,2021/6/25 09:39
C2_397000000A_003649,2,【衛武營小時光】陳若玗《野蠻的美麗－紐約爵士鋼琴音樂會》,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,頁尾網站資訊 衛武營國家藝術文化中心,2021/1/15 20:00,2021/1/15 22:00,,,,120.34221,22.62417,,,,,2020/12/29 15:05
C2_397000000A_003654,2,2021 武營來跳舞,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2021/1/6 19:00,2021/6/2 21:00,,,,120.34221,22.62417,,,,,2021/1/4 09:40
C2_397000000A_003656,2,朱宗慶打擊樂團35週年-2021擊樂劇場《泥巴》,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2021/1/16 19:30,2021/1/17 21:30,,,,120.34221,22.62417,,,,,2021/1/5 16:28
C2_397000000A_003659,2,愛唱歌2021親子演唱會《瑞比和安弟的樹洞狂想》,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2021/1/9 10:30,2021/1/10 12:30,,,,120.34221,22.62417,,,,,2021/1/6 18:33
C2_397000000A_003670,2,黑盒-幻魅於形 : 湯尼·奧斯勒,無,一般民眾,to see the official site,高雄市804鼓山區美術館路80號,886-7-7995678,高雄市立美術館,2021/1/23 00:00,2021/5/16 23:59,,,,120.28655,22.6567,,,,,2021/6/25 09:03
C2_397000000A_003675,2,【新春活動】HAPPY牛YEAR！電影館新春賀歲寵影迷,無,一般民眾,to see the official site,高雄市803鹽埕區河西路10號,886-7-7995678,高雄市電影館,2021/2/2 00:00,2021/2/28 23:59,,,,120.28912,22.62268,,,,,2021/6/25 09:37
C2_397000000A_003680,2,【2021衛武營新春系列】繁花盛開的祝褔-新春剪花藝術裝置展,無,一般民眾,to see the official site,高雄市830鳳山區三多一路1號,886-7-7995678,衛武營國家藝術文化中心,2021/2/1 00:00,2021/2/28 23:59,,,,120.34221,22.62417,,,,,2021/6/25 09:01
C2_397000000A_003689,2,新濱老街—老物x手作市集★2021初五開春限定場★,無,一般民眾,to see the official site,高雄市804鼓山區捷興二街至鼓元街（鼓元街至臨海路區段）,886-7-7995678,打狗文史再興會社,2021/2/16 00:00,2021/2/16 23:59,,,,120.27444,22.62091,,,,,2021/6/25 09:20
C2_397000000A_003690,2,2021 高美館藝術走春—【薛丁格的盒子】,無,一般民眾,to see the official site,高雄市804鼓山區美術館路80號,886-7-7995678,高雄市立美術館,2021/2/12 00:00,2021/2/16 23:59,,,,120.28655,22.6567,,,,,2021/6/25 09:22
C2_397000000A_003711,2,返校Detention 實境體驗展,無,一般民眾,to see the official site,高雄市804鼓山區蓬萊路99號,886-7-7995678,聯合數位文創股份有限公司,2021/1/12 00:00,2021/4/6 23:59,,,,120.27818,22.62004,,,,,2021/6/25 09:17
C2_397000000A_003717,2,【當愛在此-來自土地的聲音】228音樂會,無,一般民眾,to see the official site,高雄市830鳳山區三多一路1號,886-7-7995678,高雄市政府文化局、財團法人高雄市愛樂文化藝術基金會,2021/2/27 19:30,2021/2/27 23:59,,,,120.34221,22.62417,,,,,2021/6/25 09:17
C2_397000000A_003725,2,2021哈瑪星濱線祭,無,一般民眾,to see the official site,高雄市804鼓山區蓬萊路17號（七賢三路底）,886-7-7995678,高雄市政府,2021/3/13 00:00,2021/3/14 23:59,,,,120.27708,22.61897,,,,,2021/6/25 08:53
C2_397000000A_003726,2,第一屆KAHUZAS嘎呼拉斯音樂節,無,一般民眾,to see the official site,高雄市844六龜區中正路137號,886-7-7995678,寶來國中,2021/3/13 16:30,2021/3/13 19:30,,,,120.70341,23.11071,,,,,2021/6/25 09:05
C2_397000000A_003731,2,2021拉阿魯哇族聖貝祭系列活動,無,一般民眾,to see the official site,高雄市849那瑪夏區高中里、桃源里,886-7-7995678,高雄市政府,2021/3/20 00:00,2021/3/21 23:59,,,,120.7235,23.13769,,,,,2021/6/25 09:08
C2_397000000A_003732,2,2021旗津醉蝦趴,無,一般民眾,to see the official site,高雄市805旗津區旗津三路990號,886-7-7995678,高雄市政府,2021/3/13 00:00,2021/3/14 23:59,,,,120.27417,22.6013,,,,,2021/6/25 09:11
C2_397000000A_003737,2,雄影開唱 前進大港,無,一般民眾,to see the official site,高雄市803鹽埕區河西路10號 ,886-7-7995678,高雄市政府,2021/3/13 00:00,2021/3/28 23:59,,,,120.28912,22.62268,,,,,2021/6/25 09:38
C2_397000000A_003740,2,「高流PLAY ！」高雄流行音樂中心海音館滿載測試演出,無,一般民眾,to see the official site,高雄市803鹽埕區真愛路1號,886-7-7995678,高雄市政府文化局,2021/3/27 15:30,2021/3/27 23:59,,,,120.28889,22.61846,,,,,2021/6/25 09:27
C2_397000000A_003743,2,2021大港開唱音樂祭,無,一般民眾,to see the official site,高雄市803鹽埕區大勇路1號,886-7-7995678,高雄市政府,2021/3/27 00:00,2021/3/28 23:59,,,,120.2816,22.62001,,,,,2021/7/20 11:29
C2_397000000A_003749,2,威爾第歌劇《茶花女》,無,一般民眾,to see the official site,高雄市830鳳山區三多一路1號,886-7-7995678,高雄市政府,2021/3/18 00:00,2021/3/21 23:59,,,,120.34221,22.62417,,,,,2021/6/25 09:28
C2_397000000A_003750,2,不只是．房子 (兒童美術館),無,一般民眾,to see the official site,高雄市804鼓山區美術館路80號,886-7-7995678,高雄市政府,2021/1/30 00:00,2022/6/5 23:59,,,,120.28655,22.6567,,,,,2021/6/25 09:27
C2_397000000A_003752,2,2021岡山燈藝節-竹光織影,無,一般民眾,to see the official site,高雄市820岡山區公園路1號,886-7-7995678,高雄市政府,2021/3/19 00:00,2021/4/5 23:59,,,,120.29139,22.7961,,,,,2021/6/25 09:20
C2_397000000A_003767,2,中洲。津餘祭,無,一般民眾,to see the official site,高雄市805旗津區中洲區域,886-7-7995678,高雄市政府,2021/4/2 00:00,2021/4/5 23:59,,,,120.29452,22.57734,,,,,2021/6/25 09:26
C2_397000000A_003768,2,2021旗津藝術裝置展－「近山海的小歇」,無,一般民眾,to see the official site,高雄市805旗津區廟前路1巷,886-7-7995678,高雄市政府,2021/3/6 00:00,2021/4/4 23:59,,,,120.2665,22.6122,,,,,2021/6/25 09:07
C2_397000000A_003770,2,秧光小市 -晴 耕-,無,一般民眾,to see the official site,高雄市843美濃區民族路16巷9號,886-7-7995678,高雄市政府,2021/4/2 00:00,2021/4/4 23:59,,,,120.54948,22.89568,,,,,2021/6/25 09:06
C2_397000000A_003771,2,神農市集,無,一般民眾,to see the official site,高雄市804鼓山區凹子底森林公園（南屏路口）,886-7-7995678,高雄市政府,2021/3/27 15:00,2021/3/28 21:00,,,,120.29839,22.65968,,,,,2021/6/25 08:55
C2_397000000A_003772,2,高雄春天藝術節環境舞蹈-《華麗的年代》,無,一般民眾,to see the official site,高雄市804鼓山區蓮海路20號,886-7-7995678,高雄市政府文化局、財團法人高雄市愛樂文化藝術基金會,2021/3/27 16:30,2021/3/28 16:30,,,,120.26689,22.61888,,,,,2021/6/25 09:17
C2_397000000A_003773,2,動物山友會活動－【恐龍扮裝趴】,無,一般民眾,to see the official site,高雄市804鼓山區萬壽路350號,886-7-7995678,高雄市政府,2021/3/28 00:00,2021/3/28 23:59,,,,120.27816,22.63531,,,,,2021/6/25 09:22
C2_397000000A_003775,2,原住民特色假日市集,無,一般民眾,to see the official site,高雄市806前鎮區忠勤路8號B區,886-7-7995678,高雄市政府,2021/3/27 00:00,2021/3/28 23:59,,,,120.30374,22.60404,,,,,2021/6/25 09:01
C2_397000000A_003776,2,放大想像玩六龜-2021六龜夜賞體驗,無,一般民眾,to see the official site,高雄市844六龜區六龜區寶來國中後方，比鄰浦來溪頭社戰道,886-7-7995678,高雄市政府,2021/3/26 00:00,2021/3/28 23:59,,,,120.70355,23.10953,,,,,2021/6/25 09:01
C2_397000000A_003782,2,2021年第56屆六堆運動會系列活動,無,一般民眾,to see the official site,高雄市843美濃區中正路一段191號,886-7-7995678,高雄市政府,2021/3/27 00:00,2021/4/11 23:59,,,,120.54318,22.89454,,,,,2021/6/25 09:05
C2_397000000A_003783,2,2021高農雄讚嘉年華,無,一般民眾,to see the official site,高雄市813左營區翠華路1435號,886-7-7995678,高雄市政府,2021/4/3 00:00,2021/4/4 23:59,,,,120.29751,22.67957,,,,,2021/6/25 09:10
C2_397000000A_003788,2,2021 高美館 兒童節限定活動－閃閃發亮兒童節,無,一般民眾,to see the official site,高雄市804鼓山區美術館路80號,886-7-7995678,高雄市政府,2021/4/2 00:00,2021/4/5 23:59,,,,120.28655,22.6567,,,,,2021/6/25 09:24
C2_397000000A_003789,2,高雄歷史博物館－童樂派對,無,一般民眾,to see the official site,高雄市803鹽埕區中正四路272號,886-7-7995678,高雄市政府,2021/3/30 00:00,2021/4/11 23:59,,,,120.28676,22.62704,,,,,2021/6/25 09:36
C2_397000000A_003790,2,壽山動物園－童趣闖關市集,無,一般民眾,to see the official site,高雄市804鼓山區萬壽路350號,886-7-7995678,高雄市政府,2021/4/2 11:00,2021/4/2 16:00,,,,120.27816,22.63531,,,,,2021/6/25 09:17
C2_397000000A_003792,2,話說鹽埕麵,無,一般民眾,to see the official site,高雄市803鹽埕區五福四路155號,886-7-7995678,高雄市政府,2021/4/10 00:00,2021/5/9 23:59,,,,120.28351,22.62337,,,,,2021/6/25 09:24
C2_397000000A_003793,2,【走讀哈瑪星｜主題導覽】探遊裕仁皇太子訪查高雄路徑暨興濱AR實境行旅,無,一般民眾,to see the official site,高雄市804鼓山區捷興二街18號,886-7-7995678,打狗文史再興會社,2021/4/18 14:30,2021/4/18 16:30,,,,120.27419,22.62078,,,,,2021/6/25 09:07
C2_397000000A_003796,2,2021納瑪夏賞螢季,無,一般民眾,to see the official site,高雄市849那瑪夏區達卡努瓦里大光巷230號,886-7-7995678,那瑪夏區公所,2021/4/2 00:00,2021/5/1 23:59,,,,120.71932,23.27278,,,,,2021/6/25 09:20
C2_397000000A_003797,2,2021高雄港都盃龍舟暨多元水域運動錦標賽,無,一般民眾,to see the official site,高雄市813左營區蓮潭路(蓮池潭水域運動中心),886-7-7995678,高雄市政府,2021/4/10 08:00,2021/4/11 17:00,,,,120.29802,22.68724,,,,,2021/6/25 09:10
C2_397000000A_003798,2,(活動延期)「春天與Hakka有約」創客炫舞大賽活動日期異動公告,無,一般民眾,to see the official site,高雄市830鳳山區輜汽路281號,886-7-7995678,高雄市政府,2021/5/23 00:00,2021/5/23 23:59,,,,120.3459,22.61873,,,,,2021/6/25 09:20
C2_397000000A_003801,2,2021高雄春天藝術節(改線上直播),無,一般民眾,to see the official site,高雄市802苓雅區五福一路67號,886-7-7995678,高雄市政府,2021/3/1 00:00,2021/7/31 23:59,,,,120.31814,22.6258,,,,,2021/6/25 09:21
C2_397000000A_003802,2,展高雄系列：咬一口青綠─燕巢與大社特展,無,一般民眾,to see the official site,高雄市803鹽埕區中正四路272號,886-7-7995678,高雄市政府,2021/4/1 00:00,2021/8/29 23:59,,,,120.28676,22.62704,,,,,2021/6/25 09:39
C2_397000000A_003803,2,庫存記憶－關於25棟倉庫的那些事,無,一般民眾,to see the official site,高雄市803鹽埕區大勇路1號,886-7-7995678,高雄市政府,2021/4/9 00:00,2021/4/9 23:59,,,,120.2816,22.62001,,,,,2021/6/25 09:09
C2_397000000A_003808,2,不安的堡壘-疫情後的我們,無,一般民眾,to see the official site,高雄市803鹽埕區大勇路1號(大勇區當代館C5當代館),886-7-7995678,高雄市政府,2021/3/26 00:00,2021/8/29 23:59,,,,120.28153,22.61998,,,,,2021/6/25 09:26
C2_397000000A_003809,2,2021高雄滑板節《板潮》,無,一般民眾,to see the official site,高雄市802苓雅區中正一路99號,886-7-7995678,高雄市政府,2021/5/1 00:00,2021/5/2 23:59,,,,120.33401,22.62546,,,,,2021/6/25 09:09
C2_397000000A_003822,2,林園鳳芸宮媽祖海巡,無,一般民眾,to see the official site,高雄市832林園區林園區鳳芸路78號,886-7-7995678,高雄市政府,2021/4/30 00:00,2021/5/2 23:59,,,,120.39757,22.48273,,,,,2021/6/25 09:36
C2_397000000A_003825,2,2021青春設計節,無,一般民眾,to see the official site,高雄市803鹽埕區大勇路1號,886-7-7995678,高雄市政府,2021/4/30 00:00,2021/5/9 23:59,,,,120.2816,22.62001,,,,,2021/6/25 09:19
C2_397000000A_003828,2,愛河 ‧ 艸食祭 – 遊牧食草,無,一般民眾,to see the official site,高雄市803鹽埕區河西路高雄市電影館前,886-7-7995678,高雄市政府,2021/4/24 15:00,2021/4/25 21:00,,,,120.28878,22.62244,,,,,2021/6/25 09:23
C2_397000000A_003831,2,2021 國際 2T 經典老車嘉年華,無,一般民眾,to see the official site,高雄市803鹽埕區河西路,886-7-7995678,高雄市政府,2021/5/1 11:00,2021/5/2 20:00,,,,120.28723,22.62735,,,,,2021/6/25 09:27
C2_397000000A_003833,2,神農市集－岡山河堤公園,無,一般民眾,to see the official site,高雄市820岡山區仁義路筧橋路交叉口,886-7-7995678,高雄市政府,2021/4/24 10:00,2021/4/25 18:00,,,,120.29506,22.78801,,,,,2021/6/25 09:24
C2_397000000A_003836,2,2021燕巢嘉年華,無,一般民眾,to see the official site,高雄市824燕巢區中安路1號,886-7-7995678,高雄市政府,2021/4/25 09:00,2021/4/25 17:00,,,,120.36197,22.78816,,,,,2021/6/25 09:20
C2_397000000A_003837,2,2021旗津循環綠活節,無,一般民眾,to see the official site,高雄市805旗津區北汕尾巷6號,886-7-7995678,高雄市政府,2021/5/8 14:00,2021/5/8 17:00,,,,120.27695,22.60415,,,,,2021/6/25 09:05
C2_397000000A_003841,2,《黃阿瑪的後宮生活》首次路跑活動－高雄場,無,一般民眾,to see the official site,高雄市813左營區世運大道100號,886-7-7995678,高雄市政府,2021/9/25 00:00,2021/9/25 23:59,,,,120.2947,22.70233,,,,,2021/6/25 09:25
C2_397000000A_003842,2,再社區—過渡．聚合．創生,無,一般民眾,to see the official site,高雄市803鹽埕區大勇路64號,886-7-7995678,高雄市政府,2021/4/10 00:00,2021/5/9 23:59,,,,120.28367,22.62285,,,,,2021/6/25 08:59
C2_397000000A_003844,2,VR體感劇院．四五月主題特展——— #往家路上,無,一般民眾,to see the official site,高雄市803鹽埕區大義街2-3號,886-7-7995678,高雄市政府,2021/4/2 00:00,2021/5/31 23:59,,,,120.28562,22.61817,,,,,2021/6/25 09:16
C2_397000000A_003845,2,高雄電影館-鮮浪潮,無,一般民眾,to see the official site,高雄市803鹽埕區河西路10號,886-7-7995678,高雄市政府,2021/5/21 00:00,2021/5/28 23:59,,,,120.28912,22.62268,,,,,2021/6/25 09:23
C2_397000000A_003846,2,(活動延期)2021 電動玩祭 TOY MARKET,無,一般民眾,to see the official site,高雄市803鹽埕區真愛路1號,886-7-7995678,高雄市政府,2021/6/5 15:00,2021/6/6 21:00,,,,120.28453,22.61917,,,,,2021/6/25 09:18
C2_397000000A_003848,2,2021鹽夏不夜埕-做伙來陷眠(改線上直播節目),無,一般民眾,to see the official site,高雄市803鹽埕區鹽埕馬雅各公園～鹽埕大勇路麥當勞前廣場,886-7-7995678,高雄市政府,2021/5/29 00:00,2021/6/5 23:59,,,,120.28309,22.62167,,,,,2021/6/25 09:35
C2_397000000A_003856,2,時光島影─數位修復影展５月精彩上映！,無,一般民眾,to see the official site,高雄市803鹽埕區河西路10號,886-7-7995678,高雄市政府,2021/5/8 00:00,2021/5/30 23:59,,,,120.28912,22.62268,,,,,2021/6/25 09:27
C2_397000000A_003859,2,(活動延期)高雄乘風而騎-十面埋伏-首發鳳山場,無,一般民眾,to see the official site,高雄市830鳳山區輜汽路281號,886-7-7995678,高雄市政府,2021/5/16 09:00,2021/5/16 13:00,,,,120.3459,22.61873,,,,,2021/6/25 08:52
C2_397000000A_003861,2,TAKAO．台客．南方HUE：李俊賢(線上藝廊),無,一般民眾,to see the official site,高雄市804鼓山區美術館路80號,886-7-7995678,高雄市立美術館,2021/5/8 00:00,2021/9/12 23:59,,,,120.28655,22.6567,,,,,2021/6/25 09:47
C2_397000000A_003863,2,皮影戲館110年2-6月「偶藝籽樂園-假日演出」,無,一般民眾,to see the official site,高雄市820岡山區岡山南路42號,886-7-7995678,高雄市政府,2021/2/13 00:00,2021/6/26 23:59,,,,120.29827,22.78328,,,,,2021/6/25 09:18
C2_397000000A_003871,2,2021花露露的童樂節(節目異動),無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2021/7/10 00:00,2021/7/25 23:59,,,,120.34221,22.62417,,,,,2021/6/25 09:46
C2_397000000A_003887,2,(活動延期)MLD台鋁黑潮放送音樂節,無,一般民眾,to see the official site,高雄市806前鎮區忠勤路8號B區,886-7-7995678,MLD 台鋁生活商場,2021/5/22 00:00,2021/5/23 23:59,,,,120.30374,22.60404,,,,,2021/6/25 09:47
C2_397000000A_003921,2,高流「HOUSE好事計畫」 揪你線上尬聊,無,一般民眾,to see the official site,高雄市803鹽埕區真愛路1號,886-7-7995678,高雄流行音樂中心,2021/6/11 00:00,2021/6/25 23:59,,,,120.2889,22.61833,,,,,2021/6/25 09:46
C2_397000000A_003922,2,2021高雄獎－線上展覽,無,一般民眾,to see the official site,高雄市804鼓山區美術館路80號,886-7-7995678,高雄市立美術館,2021/4/24 00:00,2021/7/3 23:59,,,,120.28655,22.6567,,,,,2021/6/25 09:45
C2_397000000A_003924,2,《愛吧 LOVE BAR》線上讀劇會,無,一般民眾,to see the official site,高雄市801前金區民生二路39號,886-7-7995678,高雄文學館,2021/6/19 21:00,2021/6/19 23:59,,,,120.29682,22.62545,,,,,2021/6/25 09:46
C2_397000000A_003937,2,泛‧南‧島藝術祭,無,一般民眾,to see the official site,高雄市804鼓山區美術館路80號,886-7-7995678,高雄市立美術館,2021/7/17 00:00,2021/10/31 23:59,,,,120.28655,22.6567,,,,,2021/7/19 14:23
C2_397000000A_003941,2,印象高雄線上展,無,一般民眾,to see the official site,高雄市803鹽埕區中正四路272號,886-7-7995678,高雄市立歷史博物館,2021/6/17 00:00,2021/12/31 23:59,,,,120.28676,22.62704,,,,,2021/6/28 10:02
C2_397000000A_003956,2,2021衛武營第六劇場（線上表演）,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,高雄市政府,2021/6/30 00:00,2021/8/6 23:59,,,,120.34221,22.62417,,,,,2021/6/30 18:16
C2_397000000A_003957,2,衛武營2021「高雄雄厲害」演出創意計畫開放徵選,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,高雄市政府,2021/6/29 00:00,2021/8/9 23:59,,,,120.34221,22.62417,,,,,2021/6/30 18:25
C2_397000000A_003962,2,2021 美濃黃蝶祭-後生創作營（線上活動）,無,一般民眾,to see the official site,高雄市843美濃區福安里福安街12號,886-7-7995678,高雄市政府,2021/7/19 00:00,2021/8/21 23:59,,,,120.52388,22.8964,,,,,2021/7/5 16:52
C2_397000000A_003964,2,第一屆濱線熊彩繪大高雄競賽,無,一般民眾,to see the official site,高雄市803鹽埕區,886-7-7995678,高雄市政府,2021/6/15 00:00,2021/7/15 23:59,,,,120.3413,22.629592,,,,,2021/7/5 17:25
C2_397000000A_003965,2,2021《武營歐普拉 Let's Opera！》素人歌劇演唱甄選 開放報名,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,高雄市政府,2021/6/29 00:00,2021/7/28 23:59,,,,120.34221,22.62417,,,,,2021/7/5 17:23
C2_397000000A_003975,2,異質邊界　書寫抗疫 「110年高雄青年文學獎」徵件至9/30截止,無,一般民眾,to see the official site,高雄市801前金區民生二路39號 ,886-7-7995678,高雄市政府,2021/6/9 00:00,2021/9/30 23:59,,,,120.29682,22.62545,,,,,2021/7/12 12:06
C2_397000000A_003980,2,奈良美智特展 YOSHITOMO NARA,無,一般民眾,to see the official site,高雄市804鼓山區美術館路80號,886-7-7995678,高雄市政府,2021/7/24 00:00,2021/10/31 23:59,,,,120.28655,22.6567,,,,,2021/7/14 14:43
C2_397000000A_003984,2,鮮聲奪人-2021就愛歌仔戲線上夏令營開放報名,無,一般民眾,to see the official site,高雄市802苓雅區五福一路67號,886-7-7995678,高雄市政府,2021/7/12 00:00,2021/8/6 23:59,,,,120.31814,22.6258,,,,,2021/7/20 17:32
