Id,Status,Name,Description,Particpation,Location,Add,Tel,Org,Start,End,Cycle,Noncycle,Map,Px,Py,Travellinginfo,Parkinginfo,Charge,Remarks,Changetime
C2_397000000A_002275,2,2020 張燈結綵岡山行,無,一般民眾,to see the official site,高雄市820岡山區,886-7-7995678,高雄市岡山區公所,2020/1/18 17:00,2020/2/9 22:00,,,,120.29228,22.79623,,,,,2020/4/7 18:58
C2_397000000A_002294,2,2020 高雄燈會藝術節,無,一般民眾,to see the official site,高雄市801前金區,886-7-7995678,高雄市政府觀光局,2020/1/29 00:00,2020/2/9 00:00,,,,120.28905,22.62487,,,,,2020/4/7 18:58
C2_397000000A_002296,2,109年度櫻花季暨農特產品促銷活動-櫻綻花開梅飛色舞,無,一般民眾,to see the official site,高雄市848桃源區荖濃溪林道寶山巷,886-7-7995678,桃源區公所,2020/1/18 10:00,2020/2/2 00:00,,,,120.75863,23.06679,,,,,2020/4/8 11:54
C2_397000000A_002297,2,2020 旗山新春佈置熱鬧「燈」場,無,一般民眾,to see the official site,高雄市842旗山區中山路,886-7-7995678,高雄市旗山區公所,2020/1/22 00:00,2020/2/22 00:00,,,,120.48204,22.88811,,,,,2020/4/8 13:39
C2_397000000A_002834,2,2020 高雄陣夯宋江陣系列活動,無,一般民眾,to see the official site,高雄市845內門區中正路115巷18號,886-7-7995678,高雄市政府觀光局,2020/2/22 00:00,2020/3/8 23:59,,,,120.45503,22.91718,,,,,2020/9/24 10:28
C2_397000000A_002842,2,左營「見城館」見城好鄰周年慶活動,無,一般民眾,to see the official site,高雄市813左營區龜山巷157-2號,886-7-7995678,左營區公所,2020/3/3 00:00,2020/3/8 23:59,,,,120.29142,22.67694,,,,,2020/4/8 13:32
C2_397000000A_002855,2,2020「大東戲台」傳統戲曲系列活動 首次登場!,無,一般民眾,to see the official site,高雄市830鳳山區光遠路161號,886-7-7995678,高雄市政府,2020/6/6 00:00,2020/7/19 23:59,,,,120.36344,22.62476,,,,,2020/4/8 13:30
C2_397000000A_002863,2,奔•月—劉國松》藝術教育活動,無,一般民眾,to see the official site,高雄市804鼓山區美術館路80號,886-7-7995678,高雄市立美術館,2019/12/21 00:00,2020/5/31 23:59,,,,120.28626,22.65643,,,,,2020/4/8 13:28
C2_397000000A_002870,2,高圖學齋--蘇詩．柳詞．戰國策,無,一般民眾,to see the official site,高雄市806前鎮區新光路61號,886-7-7995678,高雄市立圖書館,2020/3/13 00:00,2020/4/8 23:59,,,,120.30174,22.61023,,,,,2020/4/8 13:27
C2_397000000A_002873,2,光-皮影戲館25周年紀念特展,無,一般民眾,to see the official site,高雄市820岡山區岡山南路42號,886-7-7995678,高雄市立歷史博物館,2019/6/22 00:00,2020/5/31 23:59,,,,120.29827,22.78328,,,,,2020/4/7 13:56
C2_397000000A_002881,2,岡山籃籗會,無,一般民眾,to see the official site,高雄市820岡山區河華路,886-7-7995678,岡山區公所,2020/3/1 00:00,2020/10/31 23:59,,,,120.29198,22.80152,,,,,2020/6/30 11:04
C2_397000000A_002882,2,2020 那瑪夏賞螢季,無,一般民眾,to see the official site,高雄市849那瑪夏區達卡奴瓦里大光巷230號,886-7-7995678,那瑪夏區公所,2020/3/28 00:00,2020/4/26 23:59,,,,120.71923,23.27202,,,,,2020/6/30 11:06
C2_397000000A_002883,2,2020 高雄青春設計節,無,一般民眾,to see the official site,高雄市803鹽埕區大勇路1號,886-7-7995678,駁二藝術特區,2020/5/1 00:00,2020/5/10 23:59,,,,120.2816,22.62001,,,,,2020/11/27 14:50
C2_397000000A_002884,2,2020 大樹鳳荔文化觀光季,無,一般民眾,to see the official site,高雄市840大樹區龍目里龍目路65號,886-7-7995678,高雄市大樹區公所,2020/6/1 00:00,2020/6/30 23:59,,,,120.41067,22.68863,,,,,2020/4/7 18:58
C2_397000000A_002894,2,顏華容2020鋼琴獨奏會I—和巴赫一起跳舞！,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,高雄市政府,2020/3/22 14:30,2020/3/22 23:59,,,,120.34221,22.62417,,,,,2021/6/25 09:19
C2_397000000A_002910,2,歐式浪漫—葉明和單簧管獨奏會,無,一般民眾,to see the official site,高雄市800新興區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2020/3/29 14:30,2020/3/29 14:30,,,,120.33331,22.62367,,,,,2020/4/8 11:42
C2_397000000A_002911,2,「打開畫匣子－美術在高雄」看見天地之微美〜谷迎芝油畫展,無,一般民眾,to see the official site,高雄市802苓雅區五福一路67號,886-7-7995678,高雄市政府文化局,2020/3/18 00:00,2020/3/29 23:59,,,,120.31814,22.6258,,,,,2020/4/8 13:20
C2_397000000A_002930,2,2020 林園鼠來寶元宵燈會,無,一般民眾,to see the official site,高雄市832林園區沿海路二段250號,886-7-7995678,高雄市林園區公所,2020/1/1 00:00,2020/2/16 00:00,,,,120.39548,22.50012,,,,,2020/4/7 18:57
C2_397000000A_002932,2,甲仙芋筍節,無,一般民眾,to see the official site,高雄市847甲仙區,886-7-7995678,甲仙區公所,2020/8/1 00:00,2020/9/30 23:45,,,,120.63149,23.11459,,,,,2020/6/18 16:44
C2_397000000A_002933,2,左營萬年季,無,一般民眾,to see the official site,高雄市813左營區蓮潭路,886-7-7995678,高雄市政府,2020/10/1 09:30,2020/10/4 21:30,,,,120.2924,22.68055,,,,,2020/9/8 09:54
C2_397000000A_002934,2,戲獅甲藝術節,無,一般民眾,to see the official site,高雄市813左營區博愛二路757號,886-7-7995678,高雄市文化局,2020/10/1 00:00,2020/11/30 23:59,,,,120.30193,22.66866,,,,,2020/12/16 10:50
C2_397000000A_002935,2,2020 高雄電影節,無,一般民眾,to see the official site,高雄市802苓雅區五福一路67號,886-7-7995678,高雄市政府文化局,2020/10/16 00:00,2020/11/1 23:59,,,,120.31814,22.6258,,,,,2021/6/25 09:12
C2_397000000A_002936,2,2020美濃白玉蘿蔔還有好豆季,無,一般民眾,to see the official site,高雄市843美濃區民族路49之3號,886-7-7995678,高雄市美濃區農會,2020/11/14 00:00,2020/11/15 23:59,,,,120.55754,22.91108,,,,,2020/11/7 08:54
C2_397000000A_002937,2,2020 彌陀虱目魚文化節,無,一般民眾,to see the official site,高雄市827彌陀區南寮里漁港一街60號,886-7-7995678,彌陀區漁會,2020/10/24 00:00,2020/10/25 23:59,,,,120.23573,22.76248,,,,,2020/12/16 11:30
C2_397000000A_002938,2,2020永安石斑魚文化節,無,一般民眾,to see the official site,高雄市828永安區永安路23號,886-7-7995678,永安區公所,2020/10/30 00:00,2020/11/8 23:59,,,,120.22605,22.8187,,,,,2020/11/10 18:57
C2_397000000A_002939,2,2019 國際貨櫃藝術節∕國際鋼雕藝術節,無,一般民眾,to see the official site,高雄市804鼓山區美術館路80號,886-7-7995678,高雄市美術館,2019/12/7 00:00,2020/2/9 23:59,,,,120.28655,22.6567,,,,,2020/4/8 12:58
C2_397000000A_002940,2,2020大寮紅豆文化節,無,一般民眾,to see the official site,高雄市831大寮區,886-7-7995678,高雄市大寮區公所,2020/10/31 00:00,2020/12/6 23:59,,,,120.3904,22.62209,,,,,2020/11/10 19:43
C2_397000000A_002941,2,路竹番茄文化節,無,一般民眾,to see the official site,高雄市821路竹區大同路155號,886-7-7995678,路竹區公所,2020/12/1 00:00,2020/12/31 23:59,,,,120.2672,22.86225,,,,,2020/4/8 14:42
C2_397000000A_002942,2,2020 茄萣烏魚海鮮美食節,無,一般民眾,to see the official site,高雄市852茄萣區,886-7-7995678,茄萣區公所,2020/11/21 00:00,2020/11/21 23:59,,,,120.19249,22.87096,,,,,2021/2/22 15:42
C2_397000000A_002943,2,跨光百年 高雄一百,無,一般民眾,to see the official site,高雄市803鹽埕區蓬萊舞台、高流舞台、海上舞台,886-7-7995678,高雄市政府文化局、高雄市政府新聞局、財團法人高雄市愛樂文化藝術基金會,2020/12/31 00:00,2021/1/1 23:59,,,,120.30806,22.59635,,,,,2020/12/28 11:11
C2_397000000A_002946,2,經典新生-阿卡貝拉天團 史溫格歌手音樂會,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,:頁尾網站資訊 衛武營國家藝術文化中心,2020/6/23 19:30,2020/6/23 22:00,,,,120.33955,22.61977,,,,,2020/4/9 18:53
C2_397000000A_002951,2,閱讀窩玩繪本花露露說故事,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2020/3/18 15:00,2020/12/16 16:00,,,,120.34221,22.62417,,,,,2020/4/16 09:32
C2_397000000A_002956,2,【武營逗陣來】綠手指計畫,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2020/5/23 09:00,2020/5/23 11:00,,,,120.34221,22.62417,,,,,2020/4/16 09:34
C2_397000000A_002957,2,2020高雄獎,無,一般民眾,to see the official site,高雄市804鼓山區美術館路80號,886-7-7995678,高雄美術館,2020/1/23 00:00,2020/5/31 23:59,,,,120.28655,22.6567,,,,,2020/4/16 09:55
C2_397000000A_002960,2,山靈水秀 師生聯展,無,一般民眾,to see the official site,高雄市820岡山區岡山南路42號,886-7-7995678,岡山文化中心,2020/4/15 00:00,2020/4/26 23:59,,,,120.29827,22.78328,,,,,2020/4/16 10:32
C2_397000000A_002961,2,「打開畫匣子－美術在高雄」台糖創新93 片片蓮情－龍育民攝影展,無,一般民眾,to see the official site,高雄市802苓雅區五福一路67號,886-7-7995678,高雄市政府文化局,2020/4/1 00:00,2020/4/30 23:59,,,,120.31814,22.6258,,,,,2020/4/16 10:52
C2_397000000A_002963,2,The Story of Shapes Cindy Wang 的幾何進形式,無,一般民眾,to see the official site,高雄市803鹽埕區大勇路1號,886-7-7995678,駁二藝術特區,2020/1/2 10:00,2020/5/24 09:00,,,,120.2816,22.62001,,,,,2021/3/22 14:32
C2_397000000A_002965,2,一個夢想~王美月創作個展,無,一般民眾,to see the official site,高雄市807三民區九如一路 720 號,886-7-7995678,國立科學工藝博物館,2020/4/2 00:00,2020/5/3 23:59,,,,120.32255,22.64143,,,,,2020/4/22 18:23
C2_397000000A_002977,2,以光織界：徐永旭的藝術世界,無,一般民眾,to see the official site,高雄市804鼓山區美術館路80號,886-7-7995678,高雄市立美術館,2019/10/6 00:00,2020/5/31 23:59,,,,120.28655,22.6567,,,,,2020/4/24 16:31
C2_397000000A_002978,2,跨越藝術邊界,無,一般民眾,to see the official site,高雄市804鼓山區鼓山一路111號,886-7-7995678,金馬賓館當代美術館,2019/11/14 00:00,2020/8/2 23:59,,,,120.2789,22.62769,,,,,2020/4/24 16:36
C2_397000000A_002979,2,躲貓貓:小猫秘密基地展 HIDE-AND-SEEK,無,一般民眾,to see the official site,高雄市803鹽埕區大勇路1號 ,886-7-7995678,高雄市政府文化局,2020/1/8 00:00,2020/8/31 23:59,,,,120.2816,22.62001,,,,,2021/3/22 15:10
C2_397000000A_002982,2,衛武營×春藝線上音樂廳,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2020/4/25 00:00,2020/5/30 23:59,,,,120.34221,22.62417,,,,,2020/4/29 18:52
C2_397000000A_002984,2,龍紋畫：李登元一筆畫東方藝術個展,無,一般民眾,to see the official site,高雄市802苓雅區五福一路67號,886-7-7995678,高雄市政府文化局,2020/4/24 00:00,2020/5/5 23:59,,,,120.31814,22.6258,,,,,2020/5/1 12:21
C2_397000000A_002985,2,「打開畫匣子－美術在高雄」舞墨傳情－蔡玉祥水墨畫展,無,一般民眾,to see the official site,高雄市802苓雅區五福一路67號,886-7-7995678,高雄市政府文化局,2020/5/13 00:00,2020/5/24 23:59,,,,120.31814,22.6258,,,,,2020/5/1 12:09
C2_397000000A_002986,2,「打開畫匣子－美術在高雄」陳淑娟水墨畫個展,無,一般民眾,to see the official site,高雄市802苓雅區五福一路67號,886-7-7995678,高雄市政府文化局,2020/5/27 00:00,2020/6/7 23:59,,,,120.31814,22.6258,,,,,2020/5/1 11:25
C2_397000000A_002987,2,藝術，在這裡,無,一般民眾,to see the official site,高雄市802苓雅區美術館路80號,886-7-7995678,高雄市立美術館,2019/1/12 00:00,2020/5/31 23:59,,,,120.28655,22.6567,,,,,2020/5/4 17:43
C2_397000000A_002988,2,VOICES 語音,無,一般民眾,to see the official site,高雄市800新興區鼓山一路111號,886-7-7995678,金馬賓館當代美術館,2019/10/4 00:00,2020/6/21 23:59,,,,120.2789,22.62769,,,,,2020/5/5 17:50
C2_397000000A_002989,2,閱讀高雄百年間—「關於高雄的特色建築」架上書展,無,一般民眾,to see the official site,高雄市830鳳山區光遠路161號,886-7-7995678,大東藝術圖書館,2020/4/24 00:00,2020/6/30 23:59,,,,120.36344,22.62476,,,,,2020/5/6 17:43
C2_397000000A_002992,2,大南方多元史觀特藏室 南方作為相遇之所,無,一般民眾,to see the official site,高雄市800新興區美術館路80號,886-7-7995678,高雄市立美術館,2019/10/26 00:00,2021/9/5 23:59,,,,120.28655,22.6567,,,,,2021/5/14 10:05
C2_397000000A_002993,2,我的未來在這裡~技職新樂園,無,一般民眾,to see the official site,高雄市800新興區九如一路 720 號,886-7-7995678,國立科學工藝博物館,2019/9/27 00:00,2021/12/31 23:59,,,,120.32255,22.64143,,,,,2020/5/8 17:35
C2_397000000A_002996,2,高雄100百選美饌-美食店家募集中,無,一般民眾,to see the official site,高雄市830鳳山區光復路二段132號前棟1樓,886-7-7995678,高雄市政府觀光局,2020/5/9 00:00,2020/5/31 23:59,,,,120.34358,22.62962,,,,,2021/6/25 09:14
C2_397000000A_002997,2,非關母親—無休止的愛,無,一般民眾,to see the official site,高雄市803鹽埕區大勇路64號2樓,886-7-7995678,高雄市新浜碼頭藝術學會,2020/4/25 00:00,2020/5/17 23:59,,,,120.28367,22.62285,,,,,2020/5/15 18:46
C2_397000000A_003002,2,藝術的。設計的。,無,一般民眾,to see the official site,高雄市803鹽埕區大勇路64號2F,886-7-7995678,高雄市新浜碼頭藝術學會,2020/5/2 00:00,2020/5/17 23:59,,,,120.28367,22.62285,,,,,2020/7/17 10:32
C2_397000000A_003003,2,EUREKA! 2.0 發現衛武營,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2020/5/1 00:00,2020/5/31 23:59,,,,120.34221,22.62417,,,,,2021/6/25 09:33
C2_397000000A_003004,2,後疫情時代觀光局全力振興國旅，推出「國民旅遊卡優惠專案」,無,一般民眾,to see the official site,高雄市800新興區光復路二段132號前棟1樓,886-7-7995678,高雄市政府觀光局,2020/6/1 00:00,2020/10/31 23:59,,,,120.34349,22.62959,,,,,2020/5/20 00:14
C2_397000000A_003005,2,台灣眼色-陳俊民數位創作個展,無,一般民眾,to see the official site,高雄市803鹽埕區大勇路64號2樓,886-7-7995678,高雄市新浜碼頭藝術學會,2020/5/23 00:00,2020/6/14 23:59,,,,120.28373,22.62294,,,,,2020/7/17 10:29
C2_397000000A_003006,2,鳳山蹓蹓走-百工百藝遊鳳山報名中,無,一般民眾,to see the official site,高雄市830鳳山區光復路二段132號,886-7-7995678,高雄市政府,2020/5/20 00:00,2020/6/27 23:59,,,,120.34349,22.62959,,,,,2020/5/20 17:15
C2_397000000A_003010,2,粉飾計畫 「記憶的封存與抹滅之間」,無,一般民眾,to see the official site,高雄市803鹽埕區大勇路64號2樓,886-7-7995678,高雄市新浜碼頭藝術學會,2020/5/23 00:00,2020/6/14 23:59,,,,120.28367,22.62285,,,,,2020/5/25 15:11
C2_397000000A_003011,2,2020親親我的媽主題書展,無,一般民眾,to see the official site,高雄市806前鎮區新光路61號,886-7-7995678,高雄市立圖書館,2020/5/5 00:00,2020/6/28 23:59,,,,120.30174,22.61023,,,,,2020/5/29 11:25
C2_397000000A_003017,2,6月城市探險三大主軸，七大路線遊程,無,一般民眾,to see the official site,高雄市830鳳山區光復路二段132號前棟1樓,886-7-7995678,高雄市政府觀光局,2020/6/1 00:00,2020/8/31 23:59,,,,120.34358,22.62962,,,,,2021/6/25 09:30
C2_397000000A_003033,2,高雄市鳥蟲體書法協會會員聯展,無,一般民眾,to see the official site,高雄市800新興區五福一路67號,886-7-7995678,高雄文化中心,2020/5/29 00:00,2020/6/9 23:59,,,,120.31814,22.6258,,,,,2020/5/29 11:12
C2_397000000A_003037,2,高雄市高縣攝影學會會員聯展,無,一般民眾,to see the official site,高雄市800新興區五福一路67號,886-7-7995678,高雄市文化中心,2020/6/12 00:00,2020/6/23 23:59,,,,120.31814,22.6258,,,,,2021/6/25 09:16
C2_397000000A_003045,2,「打開畫匣子－美術在高雄」印記－紀千景創作個展,無,一般民眾,to see the official site,高雄市800新興區五福一路67號,886-7-7995678,高雄市文化局,2020/6/17 00:00,2020/6/28 23:59,,,,120.31814,22.6258,,,,,2021/6/25 09:22
C2_397000000A_003046,2,朗墨風華 賴明郎畫展,無,一般民眾,to see the official site,高雄市800新興區五福一路67號,886-7-7995678,高雄市文化局,2020/6/19 00:00,2020/6/30 23:59,,,,120.31814,22.6258,,,,,2021/6/25 09:31
C2_397000000A_003048,2,寶島浮沉 Island Invisible,無,一般民眾,to see the official site,高雄市800新興區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2020/6/1 00:00,2020/6/30 23:59,,,,120.33307,22.62324,,,,,2021/6/25 09:22
C2_397000000A_003050,2,貝多芬系列 交響詩篇,無,一般民眾,to see the official site,高雄市802苓雅區五福一路67號,886-7-7995678,高雄市文化局,2020/6/13 00:00,2020/6/13 23:59,,,,120.31814,22.6258,,,,,2021/6/25 09:04
C2_397000000A_003051,2,高雄新樂章-高雄市國樂團音樂會,無,一般民眾,to see the official site,高雄市802苓雅區五福一路67號,886-7-7995678,高雄市政府文化局,2020/6/14 14:30,2020/6/14 16:30,,,,120.31814,22.6258,,,,,2021/6/25 09:25
C2_397000000A_003055,2,純真～莫札特之夜-女高音黃莉錦2020聲樂獨唱會,無,一般民眾,to see the official site,高雄市800新興區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2020/6/19 19:30,2020/6/19 21:30,,,,120.33331,22.62367,,,,,2020/6/12 17:57
C2_397000000A_003057,2,星寰畫會會員展,無,一般民眾,to see the official site,高雄市800新興區五福一路67號,886-7-7995678,高雄市政府文化局,2020/6/19 00:00,2020/6/30 23:59,,,,120.31814,22.6258,,,,,2020/6/12 17:59
C2_397000000A_003061,2,經典回歸！《倩女幽魂》高雄市電影館6月大銀幕重現,無,一般民眾,to see the official site,高雄市803鹽埕區河西路10號,886-7-7995678,高雄市電影館,2020/6/2 00:00,2020/6/27 23:59,,,,120.28912,22.62267,,,,,2020/6/15 19:22
C2_397000000A_003063,2,甜甜地,無,一般民眾,to see the official site,高雄市830鳳山區三多一路 1 號,886-7-7995678,衛武營國家藝術文化中心,2020/6/27 00:00,2020/7/5 23:59,,,,120.34221,22.62417,,,,,2020/6/16 21:16
C2_397000000A_003065,2,2020台灣斯巴達障礙跑競賽,無,一般民眾,to see the official site,高雄市824燕巢區菜寮路,886-7-7995678,寬寬整合行銷,2020/7/4 00:00,2020/7/5 23:59,,,,120.3439,22.81136,,,,,2020/6/17 16:11
C2_397000000A_003068,2,「打開畫匣子－美術在高雄」詩畫傳奇－黃輝雄畫展,無,一般民眾,to see the official site,高雄市802苓雅區五福一路67號,886-7-7995678,高雄市文化局,2020/7/1 00:00,2020/7/12 23:59,,,,120.31814,22.6258,,,,,2020/6/18 19:15
C2_397000000A_003070,2,高雄100X藝百驚豔【高雄遊‧藝】7月藝思沙龍講座活動,無,一般民眾,to see the official site,高雄市800新興區五福一路67號,886-7-7995678,高雄市政府文化局,2020/7/11 00:00,2020/7/25 23:59,,,,120.31814,22.6258,,,,,2020/6/20 18:25
